,Airport_name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,Attraction_html
3803,Ust-Kut Airport,Ust-Kut,Russia,UKX,UITT,56.8567008972168,105.7300033569336,2188,8,N,Asia/Irkutsk,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2387420-Activities-Ust_Kut_Irkutsk_Oblast_Siberian_District.html
3804,Lausanne-Blécherette Airport,Lausanne,Switzerland,QLS,LSGL,46.54529953,6.616670131679999,2041,1,E,Europe/Zurich,airport,OurAirports,https://www.tripadvisor.com/Attractions-g188107-Activities-Lausanne_Canton_of_Vaud.html
3805,Locarno Airport,Locarno,Switzerland,ZJI,LSZL,46.160800933800004,8.87860965729,650,1,E,Europe/Zurich,airport,OurAirports,https://www.tripadvisor.com/Attractions-g188094-Activities-Locarno_Lake_Maggiore_Canton_of_Ticino_Swiss_Alps.html
3806,Neuchatel Airport,Neuchatel,Switzerland,QNC,LSGN,46.957500457799995,6.86471986771,1427,1,E,Europe/Zurich,airport,OurAirports,https://www.tripadvisor.com/Attractions-g188066-Activities-Neuchatel.html
3807,Taganrog Yuzhny Airport,Taganrog,Russia,\N,URRT,47.1983333,38.849166700000005,117,3,N,Europe/Moscow,airport,OurAirports,https://www.tripadvisor.com/Attractions-g666983-Activities-Taganrog_Rostov_Oblast_Southern_District.html
3808,Gelendzhik Airport,Gelendzhik,Russia,GDZ,URKG,44.582092629499996,38.0124807358,98,3,N,Europe/Moscow,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298514-Activities-Gelendzhik_Gelendzhiksky_District_Krasnodar_Krai_Southern_District.html
3809,Zhukovsky International Airport,Ramenskoe,Russia,\N,UUBW,55.553298999999996,38.150002,377,3,N,Europe/Moscow,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1816530-Activities-Ramenskoe_Ramensky_District_Moscow_Oblast_Central_Russia.html
3810,Tunoshna Airport,Yaroslavl,Russia,IAR,UUDL,57.56069946289063,40.15739822387695,287,3,N,Europe/Moscow,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298488-Activities-Yaroslavl_Yaroslavl_Oblast_Central_Russia.html
3811,Gu-Lian Airport,Mohe County,China,OHE,ZYMH,52.912777777799995,122.43,1836,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1545217-Activities-Mohe_County_Heilongjiang.html
3812,Jining Qufu Airport,Jining,China,JNG,ZLJN,35.292778000000006,116.346667,134,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1017009-Activities-Jining_Shandong.html
3813,Naypyidaw Airport,Naypyidaw,Burma,NYT,VYEL,19.623500824,96.20099639889999,302,6.5,U,Asia/Rangoon,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2036450-Activities-Naypyidaw_Mandalay_Region.html
3814,Namtu Airport,Naypyidaw,Burma,\N,VYNT,23.08300018310547,97.38300323486328,2000,6.5,N,Asia/Rangoon,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2036450-Activities-Naypyidaw_Mandalay_Region.html
3815,Jan Mayensfield,Jan Mayen,Norway,ZXB,ENJA,70.9611111111,-8.575833333330001,39,1,E,Arctic/Longyearbyen,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1850806-Activities-Jan_Mayen_Island.html
3816,Wuhai Airport,Wuhai,China,WUA,ZBUH,39.7934,106.7993,3650,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1016963-Activities-Wuhai_Inner_Mongolia.html
3817,Gary Chicago International Airport,Gary,United States,GYY,KGYY,41.61629867553711,-87.41280364990234,591,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g37136-Activities-Gary_Indiana.html
3818,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD,46.39830017,-94.13809967,1232,-6,U,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42891-Activities-Brainerd_Minnesota.html
3819,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.8582992554,-80.3994979858,2302,-5,U,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g59251-Activities-Lewisburg_West_Virginia.html
3820,Oxnard Airport,Oxnard,United States,OXR,KOXR,34.200801849365,-119.20700073241998,45,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32837-Activities-Oxnard_California.html
3821,Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR,27.883333,109.308889,0,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1152596-Activities-Tongren_Guizhou.html
3822,Naiu Airport,Niau,French Polynesia,NIU,NTKN,-16.1191,-146.3683,50,-10,U,Pacific/Tahiti,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1024708-Activities-Niaux_Ariege_Occitanie.html
3823,Schenectady County Airport,Scotia NY,United States,SCH,KSCH,42.852500915527,-73.92890167236301,378,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g48583-Activities-Scotia_New_York.html
3824,Begishevo Airport,Nizhnekamsk,Russia,NBC,UWKE,55.56470108032226,52.09249877929688,643,3,N,Europe/Moscow,airport,OurAirports,https://www.tripadvisor.com/Attractions-g754595-Activities-Nizhnekamsk_Nizhnekamsky_District_Republic_of_Tatarstan_Volga_District.html
3825,Volkel Air Base,Volkel,Netherlands,\N,EHVK,51.657222,5.7077778,72,1,E,Europe/Amsterdam,airport,OurAirports,https://www.tripadvisor.com/Attractions-g3643481-Activities-Volkel_North_Brabant_Province.html
3826,Siargao Airport,Siargao,Philippines,IAO,RPNS,9.8591003418,126.013999939,10,8,N,Asia/Manila,airport,OurAirports,https://www.tripadvisor.com/Attractions-g674645-Activities-Siargao_Island_Surigao_del_Norte_Province_Mindanao.html
3827,Langeoog Airport,Langeoog,Germany,LGO,EDWL,53.74250030517578,7.4977779388427725,7,1,E,Europe/Berlin,airport,OurAirports,https://www.tripadvisor.com/Attractions-g198604-Activities-Langeoog_Lower_Saxony.html
3828,Biel-Kappelen Airport,Biel,Switzerland,\N,LSZP,47.08919906616211,7.289999961853027,1437,1,E,Europe/Zurich,airport,OurAirports,https://www.tripadvisor.com/Attractions-g187368-Activities-Bielefeld_North_Rhine_Westphalia.html
3829,Nelspruit Airport,Nelspruit,South Africa,NLP,FANS,-25.5,30.9137992859,2875,2,U,Africa/Johannesburg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g312633-Activities-Nelspruit_Mpumalanga.html
3830,Cherkasy International Airport,Cherkassy,Ukraine,CKC,UKKE,49.41559982299805,31.99530029296875,375,2,E,Europe/Kiev,airport,OurAirports,https://www.tripadvisor.com/Attractions-g4989800-Activities-Kinel_Cherkassy_Samara_Oblast_Volga_District.html
3831,Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,KSGJ,29.959199905395998,-81.339797973633,10,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34600-Activities-Saint_Augustine_Beach_St_Augustine_Florida.html
3832,Kissimmee Gateway Airport,Kissimmee,United States,ISM,KISM,28.289800643899998,-81.43710327149999,82,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34352-Activities-Kissimmee_Florida.html
3833,Lake City Gateway Airport,Lake City,United States,LCQ,KLCQ,30.181999206500002,-82.57689666750002,201,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34360-Activities-Lake_City_Florida.html
3834,Deland Municipal Sidney H Taylor Field,DeLand,United States,\N,KDED,29.06699944,-81.28379822,79,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34178-Activities-DeLand_Florida.html
3835,Logan-Cache Airport,Logan,United States,LGU,KLGU,41.7911987305,-111.851997375,4457,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g50566-Activities-Logan_Ohio.html
3836,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g29141-Activities-Aspen_Colorado.html
3837,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,KERV,29.9766998291,-99.08570098879999,1617,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g56079-Activities-Kerrville_Texas.html
3838,Hays Regional Airport,Hays,United States,HYS,KHYS,38.84220123,-99.27320099,1999,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g38771-Activities-Hays_Kansas.html
3839,Ely Municipal Airport,Ely,United States,LYU,KELO,47.82450104,-91.83070374,1456,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g43044-Activities-Ely_Minnesota.html
3840,Ely Airport Yelland Field,Ely,United States,ELY,KELY,39.29970169,-114.84200290000001,6259,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g43044-Activities-Ely_Minnesota.html
3841,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,KARV,45.92789841,-89.73090363,1629,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60100-Activities-Minocqua_Wisconsin.html
3842,Ankeny Regional Airport,Ankeny,United States,IKV,KIKV,41.69139862060547,-93.56639862060548,910,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g29360-Activities-Ankeny_Iowa.html
3843,Catalina Airport,Catalina Island,United States,AVX,KAVX,33.4049,-118.416,1602,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g102873-Activities-Catalina_Island_California.html
3844,Mojave Airport,Mojave,United States,MHV,KMHV,35.05939865,-118.15200039999999,2801,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32725-Activities-Mojave_California.html
3845,Interlaken Air Base,Interlaken,Switzerland,ZIN,LSMI,46.676601399999996,7.8790797999999995,0,1,E,Europe/Zurich,airport,OurAirports,https://www.tripadvisor.com/Attractions-g188081-Activities-Interlaken_Bernese_Oberland_Canton_of_Bern.html
3846,Inisheer Aerodrome,Inisheer,Ireland,INQ,EIIR,53.06470108032226,-9.510899543762207,40,0,E,Europe/Dublin,airport,OurAirports,https://www.tripadvisor.com/Attractions-g551523-Activities-Inisheer_Aran_Islands_County_Galway_Western_Ireland.html
3847,Strezhevoy Airport,Strezhevoy,Russia,SWT,UNSS,60.709400177,77.66000366210002,164,7,N,Asia/Krasnoyarsk,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2387467-Activities-Strezhevoy_Tomsk_Oblast_Siberian_District.html
3848,Hutchinson Municipal Airport,Hutchinson,United States,HUT,KHUT,38.0654983521,-97.86060333250002,1543,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34309-Activities-Hutchinson_Island_Florida.html
3849,Whiting Field Naval Air Station South Airport,Cuxhaven,Germany,NDZ,KNDZ,30.70439910888672,-87.02300262451172,177,-6,E,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g198605-Activities-Cuxhaven_Lower_Saxony.html
3850,Nordholz-Spieka Airfield,Cuxhaven,Germany,\N,EDXN,53.767223,8.643611,72,1,E,Europe/Berlin,airport,OurAirports,https://www.tripadvisor.com/Attractions-g198605-Activities-Cuxhaven_Lower_Saxony.html
3851,Volk Field,Camp Douglas,United States,VOK,KVOK,43.938999176025,-90.253402709961,912,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g59754-Activities-Camp_Douglas_Wisconsin.html
3852,Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,KGUC,38.53390121,-106.9329987,7680,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60740-Activities-Gunnison_Colorado.html
3853,Xi'an Xiguan Airport,Xi\\'AN,China,SIA,ZLSN,34.376701000000004,109.120003,0,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298557-Activities-Xi_an_Shaanxi.html
3854,Zamperini Field,Torrance,United States,TOA,KTOA,33.803398132324,-118.33999633789,103,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g33182-Activities-Torrance_California.html
3855,Manistee Co Blacker Airport,Manistee,United States,MBL,KMBL,44.2723999,-86.24690247,621,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42429-Activities-Manistee_Manistee_County_Michigan.html
3856,La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,CYFJ,46.409400939899996,-74.7799987793,827,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182183-Activities-Mont_Tremblant_Quebec.html
3857,Lake Cumberland Regional Airport,Somerset,United States,SME,KSME,37.0533981323,-84.61589813229999,927,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g39869-Activities-Somerset_Kentucky.html
3858,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,KDIK,46.7974014282,-102.80200195299999,2592,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g49761-Activities-Dickinson_North_Dakota.html
3859,Chadron Municipal Airport,Chadron,United States,CDR,KCDR,42.837600708000004,-103.095001221,3297,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45485-Activities-Chadron_Nebraska.html
3860,Alliance Municipal Airport,Alliance,United States,AIA,KAIA,42.0531997681,-102.804000854,3931,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g29693-Activities-Alliance_Nebraska.html
3861,Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,KMCK,40.20629883,-100.59200290000001,2583,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45696-Activities-McCook_Nebraska.html
3862,The Florida Keys Marathon Airport,Marathon,United States,MTH,KMTH,24.72610092,-81.05139923,5,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34347-Activities-Marathon_Florida_Keys_Florida.html
3863,Marathon Airport,Marathon,Canada,YSP,CYSP,48.75529861450195,-86.34439849853516,1035,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34347-Activities-Marathon_Florida_Keys_Florida.html
3864,Dawson Community Airport,Glendive,United States,GDV,KGDV,47.13869858,-104.8069992,2458,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45193-Activities-Glendive_Montana.html
3865,Yellowstone Airport,West Yellowstone,United States,WYS,KWYS,44.68840027,-111.11799620000001,6649,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g154945-Activities-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html
3866,San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,KALS,37.434898,-105.866997,7539,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g29129-Activities-Alamosa_Colorado.html
3867,Canyonlands Field,Moab,United States,CNY,KCNY,38.75500107,-109.7549973,4557,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60724-Activities-Moab_Utah.html
3868,Vernal Regional Airport,Vernal,United States,VEL,KVEL,40.4408989,-109.5100021,5278,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g57155-Activities-Vernal_Utah.html
3869,Sierra Blanca Regional Airport,Ruidoso,United States,SRR,KSRR,33.462799072266,-105.53500366211,6814,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g47185-Activities-Ruidoso_New_Mexico.html
3870,McCall Municipal Airport,McCall,United States,MYL,KMYL,44.88970184,-116.10099790000001,5024,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g35526-Activities-McCall_Idaho.html
3871,Lemhi County Airport,Salmon,United States,SMN,KSMN,45.1237983704,-113.880996704,4043,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g181773-Activities-Salmon_Arm_British_Columbia.html
3872,Orcas Island Airport,Eastsound,United States,ESD,KORS,48.708198547399995,-122.91000366200001,31,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g58448-Activities-Eastsound_Orcas_Island_San_Juan_Islands_Washington.html
3873,Astoria Regional Airport,Astoria,United States,AST,KAST,46.158000946,-123.87899780299999,15,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60806-Activities-Astoria_Oregon.html
3874,Newport Municipal Airport,Newport,United States,ONP,KONP,44.58039855957031,-124.05799865722656,160,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60978-Activities-Newport_Rhode_Island.html
3875,Eek Airport,Eek,United States,EEK,PAEE,60.21367264,-162.0438843,12,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1641931-Activities-Eeklo_East_Flanders_Province.html
3876,Marshall Don Hunter Sr Airport,Marshall,United States,MLL,PADM,61.8642997742,-162.026000977,103,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g53117-Activities-Marshalls_Creek_Pocono_Mountains_Region_Pennsylvania.html
3877,Brooks Field,Marshall,United States,\N,KRMY,42.25120162963867,-84.95549774169922,941,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g53117-Activities-Marshalls_Creek_Pocono_Mountains_Region_Pennsylvania.html
3878,Eagle Airport,Eagle,United States,EAA,PAEG,64.77639771,-141.151001,908,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147249-Activities-Palm_Eagle_Beach_Aruba.html
3879,Beaver Airport,Beaver,United States,WBQ,PAWB,66.36219787600001,-147.406997681,359,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g33311-Activities-Beaver_Creek_Colorado.html
3880,Central Airport,Central,United States,CEM,PACE,65.57379913,-144.78300480000001,937,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1591089-Activities-Central_Florida_Florida.html
3881,Inyokern Airport,Inyokern,United States,IYK,KIYK,35.65879822,-117.83000179999999,2457,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32527-Activities-Inyokern_California.html
3882,Visalia Municipal Airport,Visalia,United States,VIS,KVIS,36.3186988831,-119.392997742,295,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g33230-Activities-Visalia_California.html
3883,Laguna de Los Patos International Airport,Colonia,Uruguay,CYR,SUCA,-34.456401824951,-57.770599365234006,66,-3,U,America/Montevideo,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298066-Activities-Colonia_del_Sacramento_Colonia_Department.html
3884,Phoenix Goodyear Airport,Goodyear,United States,\N,KGYR,33.4225006104,-112.375999451,968,-7,N,America/Phoenix,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31234-Activities-Goodyear_Arizona.html
3885,Toowoomba Airport,Toowoomba,Australia,TWB,YTWB,-27.54280090332031,151.91600036621094,2086,10,N,Australia/Brisbane,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255340-Activities-Toowoomba_Queensland.html
3886,Brisbane West Wellcamp Airport,Toowoomba,Australia,WTB,YBWW,-27.558333,151.79333300000002,1509,10,N,Australia/Brisbane,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255340-Activities-Toowoomba_Queensland.html
3887,Gatton Campus Airport,Gatton,Australia,\N,YGAT,-27.5604060653,152.340459824,0,10,N,Australia/Brisbane,airport,OurAirports,https://www.tripadvisor.com/Attractions-g494990-Activities-Gatton_Lockyer_Valley_Brisbane_Region_Queensland.html
3888,Nabern/Teck Airport,Kirchheim-Teck,Germany,\N,EDTN,48.61277771,9.477222442629998,1214,1,E,Europe/Berlin,airport,OurAirports,https://www.tripadvisor.com/Attractions-g644165-Activities-Kirchheim_bei_Munich_Upper_Bavaria_Bavaria.html
3889,Funter Bay Seaplane Base,Funter Bay,United States,FNR,PANR,58.2543983459,-134.897994995,0,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147311-Activities-Montego_Bay_Saint_James_Parish_Jamaica.html
3890,Hoonah Airport,Hoonah,United States,HNH,PAOH,58.0961,-135.410111,19,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31010-Activities-Hoonah_Alaska.html
3891,Kake Airport,Kake,United States,AFE,PAFE,56.9613990784,-133.910003662,172,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1019667-Activities-Kakegawa_Shizuoka_Prefecture_Chubu.html
3892,Hydaburg Seaplane Base,Hydaburg,United States,HYG,PAHY,55.206298828125,-132.8280029296875,0,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31016-Activities-Hydaburg_Prince_of_Wales_Island_Alaska.html
3893,Perryville Airport,Perryville,United States,KPV,PAPE,55.905998,-159.162993,29,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g44777-Activities-Perryville_Missouri.html
3894,Akhiok Airport,Akhiok,United States,AKK,PAKH,56.9387016296,-154.182998657,44,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g29011-Activities-Akhiok_Kodiak_Island_Alaska.html
3895,Karluk Airport,Karluk,United States,KYK,PAKY,57.5671005249,-154.449996948,137,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g7015126-Activities-Karlukovo_Lovech_Province.html
3896,Ambler Airport,Ambler,United States,ABL,PAFM,67.106300354,-157.85699462899998,334,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30039-Activities-Ambler_Pennsylvania.html
3897,Kobuk Airport,Kobuk,United States,OBU,PAOB,66.9123001099,-156.897003174,137,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g143040-Activities-Kobuk_Valley_National_Park_Alaska.html
3898,Golovin Airport,Golovin,United States,GLV,PAGL,64.5504989624,-163.007003784,59,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2641583-Activities-Golovinka_Lazarevskoye_District_Sochi_Greater_Sochi_Krasnodar_Krai_Southern_District.html
3899,Wales Airport,Wales,United States,WAA,PAIW,65.62259300000001,-168.095,22,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g186425-Activities-Wales.html
3900,White Mountain Airport,White Mountain,United States,WMO,PAWM,64.689201355,-163.412994385,267,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g659478-Activities-White_Mountains_New_Hampshire.html
3901,St Michael Airport,St. Michael,United States,SMK,PAMK,63.49010086,-162.1100006,98,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g41364-Activities-St_Michaels_Talbot_County_Maryland.html
3902,Klawock Airport,Klawock,United States,KLW,PAKW,55.5792007446,-133.076004028,80,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31035-Activities-Klawock_Prince_of_Wales_Island_Alaska.html
3903,Klawock Seaplane Base,Klawock,United States,AQC,PAQC,55.5546989440918,-133.10200500488278,0,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31035-Activities-Klawock_Prince_of_Wales_Island_Alaska.html
3904,Zapala Airport,ZAPALA,Argentina,APZ,SAHZ,-38.975497999999995,-70.113602,3330,-3,N,America/Argentina/Salta,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1961722-Activities-Zapala_Province_of_Neuquen_Patagonia.html
3905,Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB,SAVJ,-41.3208999634,-69.5748977661,2925,-3,N,America/Argentina/Salta,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1409463-Activities-Puerto_Ingeniero_Ibanez_Aisen_Region.html
3906,Chenega Bay Airport,Chenega,United States,NCN,PFCB,60.0773010254,-147.992004395,72,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30953-Activities-Chenega_Bay_Alaska.html
3907,Tok Junction Airport,Tok,United States,TKJ,PFTO,63.32949829,-142.9539948,1639,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298184-Activities-Tokyo_Tokyo_Prefecture_Kanto.html
3908,Tok Airport,Tok,United States,\N,PATJ,63.303332999999995,-143.001111,1670,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298184-Activities-Tokyo_Tokyo_Prefecture_Kanto.html
3909,Healy River Airport,Healy,United States,HKB,PAHV,63.8661994934082,-148.968994140625,1263,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g31007-Activities-Healy_Denali_National_Park_and_Preserve_Alaska.html
3910,Alma Airport,Alma,Canada,YTF,CYTF,48.50889968869999,-71.64189910889998,445,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298251-Activities-Almaty.html
3911,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,CYGV,50.281898498535156,-63.61140060424805,124,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499344-Activities-Havre_St_Pierre_Quebec.html
3912,Rimouski Airport,Rimouski,Canada,YXK,CYXK,48.47809982299805,-68.49690246582031,82,-5,A,America/Toronto,airport,OurAirports,https://www.tripadvisor.com/Attractions-g182159-Activities-Rimouski_Bas_Saint_Laurent_Quebec.html
3913,Tadoule Lake Airport,Tadoule Lake,Canada,XTL,CYBQ,58.7061,-98.512199,923,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1798615-Activities-South_Lake_Tahoe_Lake_Tahoe_California_California.html
3914,Lac Brochet Airport,Lac Brochet,Canada,XLB,CZWH,58.617500305200004,-101.46900177,1211,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g184841-Activities-Waterton_Lakes_National_Park_Alberta.html
3915,South Indian Lake Airport,South Indian Lake,Canada,XSI,CZSN,56.7928009033,-98.9072036743,951,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1798615-Activities-South_Lake_Tahoe_Lake_Tahoe_California_California.html
3916,Brochet Airport,Brochet,Canada,YBT,CYBT,57.8894,-101.679001,1136,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g499344-Activities-Havre_St_Pierre_Quebec.html
3917,Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,CZGR,52.04560089111328,-95.4657974243164,1005,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42256-Activities-Grand_Rapids_Kent_County_Michigan.html
3918,Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,CYRS,54.167198181152344,-93.55719757080078,729,-6,A,America/Winnipeg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g48472-Activities-Red_Creek_Finger_Lakes_New_York.html
3919,Bonnyville Airport,Bonnyville,Canada,YBY,CYBF,54.304199,-110.744003,1836,-7,A,America/Edmonton,airport,OurAirports,https://www.tripadvisor.com/Attractions-g670325-Activities-Bonnyville_Alberta.html
3920,Langley Airport,Langley Township,Canada,\N,CYNJ,49.10079956049999,-122.630996704,34,-8,A,America/Vancouver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g58557-Activities-Langley_Whidbey_Island_Washington.html
